Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
400,126808,53906,26251,2,360,2,72,0.035,5,87500,207303.5491
401,215472,50238,34472,2,180,2,51,0.0313,4,99500,106264.9735
402,673184,70628,61999,1,360,2,38,0.035,5,189900,325533.0206
403,303625,55702,48778,1,360,1,54,0.0438,3,140000,136749.6082
404,303625,55702,115013,1,360,2,33,0.035,5,248400,241088.9052
405,298800,51075,73264,2,360,2,40,0.0388,4,88000,195145.7633
406,126808,54996,176712,2,180,2,51,0.0288,4,417000,174008.8058
407,298800,51075,87710,1,360,2,57,0.035,5,148000,194740.1923
408,215472,54736,234216,1,360,2,99,0.035,4,361000,223483.1571
409,864771,51084,45840,2,360,2,73,0.0338,5,139000,195832.6528
410,298800,51075,90720,1,360,2,38,0.0388,5,144000,200918.1651
411,215472,54736,101335,2,240,2,44,0.0338,4,248281,178356.704
412,8538000,60850,131148,1,360,2,62,0.0375,5,166200,290579.0482
413,126808,53906,74356,1,360,2,31,0.0388,4,135000,201654.0821
414,864816,64500,171764,2,360,2,30,0.0363,5,583500,330773.5222
415,673184,70628,152048,1,360,2,99,0.0325,5,400000,326259.1056
416,298800,51075,90492,1,360,2,48,0.0375,5,170050,197693.4308
417,126808,53906,91800,2,360,2,50,0.04,5,120000,229674.4244
418,126808,48568,81231,2,120,2,55,0.0288,4,110000,82053.11557
419,303625,55702,50835,1,180,2,52,0.0288,5,60000,148059.3381
420,303625,55702,40019,1,360,1,23,0.0375,4,112410,164976.1969
421,298800,51075,175500,2,360,2,36,0.0375,5,318000,238724.2533
422,864771,75847,240108,2,360,2,53,0.0363,5,220000,414082.1474
423,2705000,59588,35198,1,360,1,21,0.04,2,71212,163908.9286
424,2705000,55638,46800,2,360,2,29,0.04,4,150000,229098.4581
425,215472,63488,27550,1,360,1,25,0.0413,3,77000,194555.91
426,298800,45215,118758,2,360,2,33,0.0363,4,275000,171563.59
427,298800,51075,49116,2,360,2,72,0.0363,5,137000,194239.3089
428,864771,51084,236387,2,360,2,99,0.0325,4,304000,218216.4649
429,298800,51075,44256,2,360,2,26,0.0325,4,54000,195957.2637
430,298800,45215,40082,1,360,1,30,0.04,5,63200,108037.8725
431,864771,45215,107748,2,360,2,57,0.0325,5,215600,179123.9824
432,303625,66262,333500,1,360,1,32,0.0363,5,524000,321035.191
433,864771,51084,93108,2,240,2,39,0.0325,5,156000,172502.9028
434,126808,54996,90530,1,360,2,40,0.035,5,259600,227195.4572
435,298800,51075,62753,1,360,2,39,0.0365,5,100000,194589.5689
436,298800,51075,246129,2,360,2,34,0.0363,5,273000,257629.0306
437,215472,54736,65461,1,360,2,33,0.0425,2,179845,170780.0381
438,298800,51075,100212,1,360,2,48,0.04,5,220000,199005.8785
439,8538000,60850,67502,2,360,2,43,0.0413,4,160000,279458.8505
440,2705000,59588,496020,2,180,2,46,0.0275,4,364500,293775.5666
441,864771,51084,65820,2,240,2,39,0.0363,4,137700,148009.3501
442,2705000,59588,105240,2,360,2,35,0.0325,4,130000,270833.2632
443,2705000,59588,88392,1,360,1,31,0.0338,5,326250,224175.9538
444,126808,48568,209928,1,360,2,99,0.0375,5,356250,191352.2311
445,864771,64500,84448,2,360,2,31,0.0325,5,300000,310305.2166
446,864771,50532,54600,2,240,2,99,0.0363,5,85500,135083.3374
447,864771,51084,83200,1,360,2,43,0.0425,3,152093,165206.3846
448,864771,50532,40000,1,360,2,99,0.0375,5,171100,164019.6032
449,864771,51084,39520,1,360,1,99,0.035,4,108000,108618.8628
450,472522,49426,181056,2,180,2,54,0.0263,5,267000,155306.8429
451,864771,51084,89567,1,360,2,99,0.035,5,355200,181141.262
452,2705000,55638,70344,1,360,1,24,0.0325,4,145319,180815.5404
453,2705000,59588,41904,1,360,1,45,0.0338,3,94678,175344.1427
454,2705000,64500,450000,1,360,2,59,0.0413,5,625500,377020.8406
455,215472,54736,84015,1,240,2,28,0.03,5,225000,182388.9076
456,126808,63909,104928,2,360,2,72,0.035,5,250600,292938.565
457,298800,51075,37488,2,360,2,66,0.0388,5,118000,192473.4302
458,864771,54148,129996,2,360,2,53,0.035,5,163000,244005.817
459,298800,51075,83514,2,360,2,33,0.0338,5,140000,218545.0048
460,2705000,59588,36324,1,360,1,33,0.035,5,60287,209902.0145
461,215472,54736,23920,2,360,2,35,0.0313,5,72000,227959.9617
462,298800,50532,130092,1,360,2,37,0.035,5,333450,209223.9968
463,2705000,64500,90000,2,360,2,35,0.035,5,291000,314324.8273
464,298800,51075,135000,2,360,2,29,0.035,5,168300,232354.9035
465,673184,70303,147756,1,360,2,59,0.035,5,360000,336916.7744
466,215472,54736,80000,1,360,2,43,0.03,5,225255,224206.7258
467,215472,54736,96075,1,360,2,57,0.035,5,176720,220747.0977
468,673184,51494,167088,2,360,2,46,0.0375,3,148000,204722.6982
469,864771,72222,144372,2,360,2,53,0.0375,4,305000,349748.5556
470,298800,45215,28788,1,360,2,48,0.0363,5,110000,144165.0617
471,864771,50532,94466,2,360,2,99,0.0363,4,175000,177474.5731
472,2705000,59588,97176,2,360,2,53,0.045,3,300950,240520.4872
473,303625,55702,47940,1,360,1,42,0.035,4,101600,160946.867
474,126808,63909,188064,1,360,2,38,0.035,5,232000,311091.9845
475,298800,51075,244992,1,360,2,52,0.0338,5,250000,236388.2036
476,864771,64500,145568,2,360,2,40,0.0388,4,580750,303384.4375
477,215472,53017,33996,1,240,1,23,0.03,3,96000,84409.52873
478,126808,53906,34038,2,240,2,45,0.0375,4,49000,153815.6894
479,2705000,59588,67500,1,360,1,25,0.0349,5,261250,220721.8419
480,298800,45215,114984,1,360,2,37,0.0338,4,304000,154909.8299
481,126808,53906,425836,2,180,2,47,0.0288,2,417000,198481.1809
482,215472,60557,200016,2,180,2,37,0.0325,5,275000,236362.9668
483,8538000,66262,632184,2,360,2,39,0.0363,5,595000,475772.5754
484,215472,63488,43654,2,180,2,46,0.0263,5,73000,216079.7462
485,215472,54736,105462,2,240,2,29,0.03,5,245618,202691.3725
486,298800,51075,100464,1,360,2,27,0.0363,4,243711,192588.7008
487,215472,53906,56229,1,360,1,67,0.0425,4,239875,138208.6643
488,864771,59588,111000,1,360,2,34,0.035,4,359200,250960.5136
489,298800,50532,119832,2,360,2,57,0.035,5,245000,214497.6029
490,298800,45215,124008,1,360,2,55,0.0388,5,312450,164186.6639
491,2705000,59588,200000,2,360,2,33,0.0325,5,359462,311218.6971
492,126808,54996,48000,1,360,2,27,0.0375,3,128000,188353.8338
493,864771,72222,115608,2,300,2,33,0.0375,4,252700,325845.3928
494,472522,63909,104988,2,180,2,56,0.0275,5,157000,230612.4032
495,126808,63909,70572,1,180,2,57,0.0325,4,209000,187120.067
496,126808,48568,145842,2,180,2,45,0.0338,5,220000,139908.0485
497,298800,51075,74124,2,360,2,35,0.0363,5,118000,214340.36
498,298800,47275,125075,1,360,2,41,0.035,5,417000,184982.1287
499,2705000,64500,130848,2,360,2,35,0.035,5,606000,324516.114
500,864771,50532,225000,2,360,2,99,0.035,5,180000,226614.648
501,126808,63909,89282,2,360,2,29,0.0338,5,326296,305678.6388
502,298800,51075,153744,2,360,2,43,0.0388,5,142000,230095.2313
503,126808,53906,44525,1,360,1,32,0.035,5,102000,167480.3826
504,8538000,60850,144945,1,360,1,50,0.0413,1,249287,188807.1773
505,303625,55702,43680,1,180,1,46,0.03,5,131200,103946.1807
506,673184,51494,48065,2,240,2,61,0.0338,5,170000,154603.6154
507,864771,52431,67824,2,360,2,32,0.0375,5,228000,223919.4164
508,298800,51075,124992,2,360,2,42,0.0338,4,160000,209527.4971
509,215472,63488,31620,2,360,2,48,0.0388,3,169600,247435.2737
510,864771,51084,72197,2,360,2,99,0.0363,4,120000,175561.0352
511,864816,64500,159204,2,360,2,31,0.0375,5,492000,326731.1904
512,298800,45215,152592,2,240,2,58,0.0413,4,146345,119974.4976
513,298800,51075,144500,2,360,2,42,0.0338,5,168000,230388.8072
514,298800,51075,91146,2,360,2,54,0.04,5,105300,209822.3589
515,298800,51075,100840,1,360,1,61,0.035,5,233811,152475.6438
516,298800,45215,75240,2,360,2,62,0.035,5,175000,166414.3228
517,126808,63909,44414,1,360,2,34,0.035,3,148000,244762.4881
518,298800,50532,95004,1,360,2,39,0.0363,5,190000,199141.9423
519,215472,53017,102216,2,240,2,27,0.0375,4,145000,171955.7582
520,298800,51075,73632,1,360,2,47,0.035,4,69600,178980.0428
521,215472,54736,50508,2,84,2,99,0.0275,2,23500,52914.95708
522,298800,51075,110833,2,360,2,40,0.0388,4,160000,204518.9627
523,2705000,55638,98424,1,360,2,44,0.035,5,260000,239251.8769
524,864771,51084,123948,2,360,2,99,0.0375,5,190250,203932.6861
525,1318000,55653,163356,1,360,2,47,0.04,4,351490,232253.8808
526,864771,51084,115908,1,360,2,40,0.0375,4,70000,192710.1724
527,298800,51075,58068,2,360,2,47,0.0388,5,230500,204726.1813
528,215472,54736,25251,1,360,2,28,0.0388,5,68875,212250.4246
529,2705000,59588,171996,1,360,1,28,0.0375,4,228800,228517.5988
530,2705000,59588,121284,1,360,2,37,0.0349,4,379050,257692.4945
531,215472,63488,538298,2,240,2,61,0.0363,4,400000,337645.1799
532,864771,64500,358320,2,360,2,34,0.035,5,589000,376397.7931
533,303625,55702,76300,1,360,1,23,0.04,4,64000,172915.426
534,126808,53906,169215,2,240,2,47,0.0338,3,134000,172444.5911
535,126808,54996,44980,1,360,1,23,0.0363,3,97000,145591.1652
536,298800,45215,77260,1,360,2,38,0.035,5,246000,160583.4607
537,864771,49426,291564,1,360,2,60,0.0338,4,207920,219748.4982
538,864771,50532,72445,2,360,2,99,0.0375,5,184500,187440.6326
539,864771,51084,61548,1,360,1,28,0.0388,4,202500,139023.0454
540,864771,50532,108900,2,360,2,67,0.0375,4,173000,192530.2198
541,298800,45215,35520,2,360,2,34,0.035,5,120500,166994.4236
542,864771,50532,44508,2,360,2,35,0.0363,4,138000,188987.4564
543,215472,54736,142015,2,180,2,44,0.025,5,190000,184197.1361
544,298800,45215,199350,2,360,2,60,0.04,5,88000,195902.9245
545,864771,50532,132324,2,180,2,99,0.035,3,206250,98845.5078
546,2705000,59588,310728,2,180,2,59,0.0313,4,417000,240984.999
547,864771,51084,95000,2,360,2,41,0.035,4,211000,203557.9883
548,864771,50532,117360,1,360,2,37,0.0338,5,361600,208194.8256
549,298800,51244,62575,1,360,2,31,0.0363,5,85600,198746.4615
550,864771,50532,68328,2,240,2,44,0.0338,5,198750,160226.2773
551,2705000,59588,104340,1,360,1,26,0.045,5,316000,225043.5206
552,215472,50238,236468,2,360,2,57,0.0363,3,248000,208852.9772
553,864771,63909,80000,2,360,2,99,0.0363,5,240000,278128.9037
554,126808,48568,27815,1,240,2,99,0.0375,3,62900,65488.76951
555,864771,50532,40277,1,360,2,25,0.0388,4,100000,175239.4108
556,298800,51075,50844,1,360,1,31,0.0363,5,145000,150662.6741
557,8538000,60850,394140,2,360,2,45,0.0375,4,537000,361894.6228
558,126808,63909,49932,1,360,1,50,0.0325,3,186558,197215.7261
559,864771,51084,97488,2,240,2,33,0.0338,4,218500,159270.7638
560,298800,51075,268000,1,360,2,49,0.035,5,417000,242718.4016
561,298800,50532,87192,2,360,2,35,0.0375,5,207000,213483.6417
562,864771,51075,78036,1,360,2,30,0.0375,5,148000,202942.6058
563,126808,53906,45032,1,360,2,37,0.0388,5,114750,208084.3056
564,8538000,60850,106335,2,360,2,69,0.0413,4,197000,279406.7323
565,2705000,55638,91812,2,360,2,38,0.0338,4,250000,239716.1668
566,215472,54736,148032,2,356,2,34,0.0325,5,412466,257150.9703
567,126808,48568,145588,2,240,2,99,0.0388,5,130000,141608.3708
568,298800,51075,84900,1,360,2,74,0.035,5,44925,187670.2132
569,298800,45215,148092,1,360,2,37,0.035,5,352000,178630.1844
570,2705000,64500,97992,2,360,2,26,0.0338,5,280000,320224.6067
571,215472,54736,57520,2,240,2,30,0.03,4,88511,174361.3393
572,2705000,55638,29328,1,360,1,23,0.0325,4,121754,170956.9803
573,126808,63909,90012,1,360,2,38,0.0388,5,458850,284937.5173
574,298800,45215,181536,1,360,2,55,0.0375,5,348000,179118.0566
575,864771,50532,144000,2,360,2,47,0.035,5,276700,225887.0752
576,298800,50532,157104,1,360,2,54,0.035,5,285200,209594.3955
577,303625,55702,90000,1,360,2,46,0.0363,5,260000,229399.4363
578,2705000,59588,129636,1,360,1,26,0.0388,3,361000,202125.5952
579,298800,51075,307920,2,360,2,41,0.035,5,320000,271001.5218
580,126808,53906,51900,2,180,2,35,0.0288,5,136500,157665.1013
581,215472,63488,95992,2,240,2,40,0.03,5,186800,253958.4489
582,8538000,72222,246693,1,343,2,48,0.035,5,305000,393941.2239
583,298800,51075,103626,1,360,2,34,0.0338,4,261500,191867.731
584,864771,50532,36228,1,360,2,37,0.0413,2,83460,136632.489
585,864771,50532,347894,1,360,2,99,0.035,5,344000,241949.5989
586,298800,51075,77000,1,360,2,35,0.035,5,199200,200310.2342
587,298800,51075,56984,1,360,1,47,0.0388,4,56000,129093.4722
588,673184,56990,74324,1,360,1,31,0.0338,5,204000,197731.2212
589,298800,50532,94440,1,360,2,36,0.0338,5,208000,201237.776
590,298800,51075,71400,1,360,2,69,0.035,5,192000,186175.2659
591,215472,50238,74016,2,180,2,61,0.0363,5,140000,126153.4626
592,864771,50532,116376,2,360,2,41,0.0388,5,256500,219551.7436
593,864771,75628,288780,1,360,2,27,0.04,5,311920,417548.1385
594,864771,54148,80928,2,240,2,38,0.0313,5,277000,190590.8491
595,864771,51084,71232,2,360,2,37,0.035,4,143200,199126.6063
596,864771,50532,230000,1,360,2,39,0.035,5,196000,235014.3657
597,2705000,47830,64884,2,120,2,74,0.03,4,67000,72801.84747
598,298800,51075,145740,1,360,2,51,0.0363,4,299250,194893.3482
599,215472,54736,80280,1,360,2,47,0.0313,5,146200,222199.4539
600,864771,50532,195027,2,180,2,40,0.0288,4,282500,155346.814
601,8538000,60850,68682,2,240,2,31,0.0325,5,150000,255720.4327
602,864771,64500,61020,2,360,2,33,0.0325,5,357000,303710.8138
603,126808,48568,34887,2,240,2,64,0.0325,5,70000,129905.516
604,215472,50238,93960,1,360,2,41,0.035,4,238000,180539.038
605,215472,54736,118969,2,240,2,48,0.0325,4,259800,181836.2607
606,303625,55702,71052,2,240,2,61,0.0338,4,111000,171057.9228
607,303625,66262,73884,1,360,2,36,0.0388,3,346500,265705.069
608,8538000,60850,256999,2,360,2,38,0.035,5,220800,347408.2304
609,298800,50532,66960,1,360,1,34,0.0375,5,207900,149442.4859
610,215472,54736,69867,2,240,2,44,0.0363,5,85152,185387.2397
611,298800,45215,119787,1,360,1,30,0.035,5,244000,130148.9524
612,298800,51075,44340,1,360,1,26,0.035,5,164000,151491.7434
613,2705000,59588,194964,2,120,2,28,0.0288,4,163500,200609.6315
614,126808,54996,163680,1,360,2,34,0.0325,5,300000,248806.336
615,298800,51075,40812,2,360,2,59,0.0363,5,80000,197037.8581
616,864771,50532,95052,1,180,2,99,0.0288,5,196000,108967.8869
617,864771,50532,136968,2,360,2,47,0.0375,5,185600,223020.0175
618,215472,54736,68656,1,180,2,54,0.0275,5,40000,145709.316
619,864771,63909,123588,2,360,2,35,0.04,4,280000,295339.9663
620,298800,51075,91680,2,360,2,42,0.0338,5,146000,217210.5913
621,2705000,50238,39168,1,360,1,24,0.0388,4,133573,134601.1704
622,126808,54996,58860,1,240,2,56,0.0363,5,103920,164282.0363
623,298800,51075,93876,1,360,2,36,0.0338,5,271920,204680.0945
624,864771,51084,49920,2,180,2,57,0.0288,4,90000,116417.1611
625,126808,53906,91628,2,360,2,45,0.0325,5,149600,234842.5891
626,298800,51075,149616,2,360,2,42,0.0338,5,289000,231665.2129
627,215472,54736,31200,1,180,1,26,0.0263,5,92000,103346.5033
628,864771,51084,183790,2,180,2,99,0.0288,4,254500,134081.8386
629,673184,70628,110157,1,360,2,36,0.0388,4,277400,320611.9934
630,864771,51084,125244,1,360,2,28,0.0338,5,278910,217176.0203
631,303625,55702,189249,2,360,2,27,0.0338,4,320000,261724.1986
632,215472,54736,74400,2,360,2,99,0.0338,4,103500,199470.488
633,126808,63909,221026,1,360,2,39,0.035,5,408000,318941.1286
634,864771,64500,100364,2,360,2,99,0.035,5,292000,287687.9064
635,864771,51084,24708,1,360,2,30,0.04,5,96000,188584.4113
636,303625,55702,981408,1,360,2,47,0.035,5,417000,452003.3412
637,126808,53906,128633,1,360,2,29,0.0325,5,237600,234743.1055
638,215472,54736,133920,2,360,2,29,0.0338,5,216000,256539.4076
639,298800,51075,147996,2,360,2,37,0.0338,5,349400,233134.2415
640,298800,51075,65112,1,360,2,47,0.035,5,224000,192848.5655
641,864771,45215,116387,1,360,2,28,0.035,5,207200,175705.0975
642,2705000,55638,39732,1,360,1,24,0.0338,4,146000,172599.499
643,472522,73298,203556,1,360,2,45,0.0338,5,499000,375808.2934
644,298800,45215,89688,2,360,2,41,0.0375,4,191900,160779.6403
645,864771,51084,22476,2,360,2,99,0.0388,5,61000,178037.5766
646,303625,42019,310003,1,360,2,56,0.035,5,56000,190832.3163
647,864771,45215,91972,2,360,2,31,0.0363,4,248400,167243.2689
648,864771,50532,66756,2,360,2,69,0.035,5,153000,198373.1332
649,673184,51494,84404,2,240,2,46,0.0325,5,163000,169868.124
650,298800,51075,104568,2,360,2,40,0.0338,5,130000,221175.3388
651,2705000,59588,83988,2,360,2,42,0.0375,5,197000,276677.5051
652,864771,51084,60320,2,360,2,99,0.0413,4,182000,170372.5608
653,864771,66262,155004,2,360,2,49,0.04,4,562500,313459.5303
654,2705000,59588,65004,1,360,1,36,0.0325,2,114367,169063.5638
655,864771,51084,39000,1,360,1,27,0.0338,5,122000,151991.5697
656,864771,50532,89796,1,360,2,27,0.0388,3,275793,170850.5655
657,298800,50532,105252,2,360,2,34,0.04,5,156350,217251.5017
658,8538000,60850,84057,2,180,2,56,0.0288,3,75000,195629.0525
659,126808,48568,154567,2,360,2,34,0.0338,5,252000,218864.6599
660,126808,53906,106728,2,240,2,58,0.0338,5,119200,184721.8762
661,2705000,59588,43500,1,360,1,26,0.04,3,168000,180101.214
662,864771,51084,22896,2,360,2,99,0.0363,5,125000,179254.9871
663,303625,55702,76003,1,360,2,61,0.0375,5,112000,219753.6035
664,298800,51075,42120,1,360,2,35,0.0363,5,88000,191029.3571
665,864771,64500,293376,2,360,2,54,0.035,5,495000,352701.8968
666,126808,48568,15252,2,360,2,72,0.0375,4,42300,152229.2955
667,298800,51075,203087,1,180,2,35,0.03,5,352000,161334.5645
668,126808,63909,250316,1,360,2,36,0.0375,4,458850,310265.8746
669,298800,45215,49404,2,360,2,33,0.0375,5,189000,169720.4012
670,215472,54736,48360,2,360,2,31,0.035,5,179815,233909.4515
671,2705000,47830,114996,1,240,1,29,0.0338,5,375500,105537.4116
672,864771,50532,43356,1,360,2,46,0.04,5,52250,183600.2728
673,303625,66262,116079,1,360,2,41,0.035,5,529000,308038.8078
674,126808,54996,92544,2,240,2,33,0.035,5,176000,197207.5041
675,298800,45215,124694,2,360,2,40,0.0338,5,240000,187528.9158
676,8538000,60850,126276,2,360,2,59,0.0375,5,240000,305813.6746
677,303625,66262,250000,1,360,2,43,0.035,5,547500,340701.8659
678,298800,45215,103548,1,360,2,30,0.0338,5,360000,170673.3211
679,215472,54736,78000,2,240,2,30,0.0313,5,180254,194886.5923
680,864771,51084,116392,1,360,2,42,0.0375,5,261971,208075.8465
681,864771,51084,60240,2,360,2,38,0.04,5,157600,209778.494
682,864771,51084,105828,2,360,2,68,0.0375,5,283000,211025.7582
683,126808,53906,95309,2,180,2,37,0.0313,5,48000,166633.433
684,298800,51075,89157,2,360,2,63,0.0338,4,102400,192719.4487
685,298800,51075,93789,1,360,2,45,0.035,5,190000,200752.5567
686,298800,51075,38930,1,360,2,69,0.0363,4,160000,161501.4644
687,215472,54736,163072,2,360,2,34,0.0338,5,283465,261939.418
688,215472,54736,41764,1,360,2,50,0.0338,3,79800,178365.0325
689,298800,45215,111672,1,360,2,36,0.0388,4,178500,152232.9038
690,303625,55702,50690,1,360,2,65,0.0363,5,93000,212473.6829
691,298800,51075,146635,2,346,2,39,0.0338,5,280000,226394.1642
692,126808,53906,65797,1,360,2,74,0.035,4,156800,185100.2792
693,8538000,55653,170304,1,360,2,58,0.035,4,200000,252672.3252
694,215472,63488,52144,2,180,2,42,0.0263,4,120000,203702.3044
695,864771,51084,115368,2,240,2,49,0.035,4,200000,157203.3753
696,864771,64500,124152,2,360,2,33,0.0338,5,386000,318883.2364
697,298800,51075,170895,2,180,2,70,0.0263,5,240000,157163.3535
698,864771,51084,82385,1,360,2,99,0.0325,5,320000,180462.0273
699,298800,51075,77760,1,360,2,46,0.035,5,159000,196378.7933
700,215472,63488,72384,1,360,2,45,0.0363,5,292500,276504.3236
701,215472,50238,130202,2,180,2,55,0.0363,4,336000,126425.1178
702,298800,42019,68984,1,360,2,68,0.0363,5,206400,125611.768
703,8538000,60850,175880,1,360,1,99,0.0363,3,147283,212381.463
704,298800,51075,117984,2,360,2,32,0.0338,4,249600,211525.4648
705,2705000,59588,84648,1,360,2,31,0.0338,5,132020,267283.6771
706,673184,71346,36480,1,360,1,29,0.0363,5,104800,282655.3797
707,126808,53906,68393,2,240,2,56,0.0338,5,119300,175906.848
708,215472,54736,112920,2,360,2,34,0.0338,4,316000,233432.647
709,215472,63488,171444,1,180,2,34,0.0325,5,135920,234372.6051
710,2705000,59588,103659,2,240,2,32,0.0313,3,216000,207663.4427
711,1318000,64129,125004,1,360,2,26,0.0388,5,519700,303010.6797
712,298800,51075,100020,2,246,2,48,0.0338,5,180000,171026.318
713,126808,53906,104304,1,360,2,33,0.0338,5,363755,226596.0624
714,298800,49426,33120,2,360,2,65,0.0359,5,91000,182167.8606
