Index,FHLBankPopulation,StateAvgIncome,Income,Purpose,Term,First,BoAge,Rate,BoCreditScore,Amount,Amount_Prediction
2910,864771,50532,201916,1,360,2,53,0.0338,5,417000,223296.6861
2911,126808,53906,35589,2,360,2,63,0.0375,5,61000,211892.4631
2912,298800,51075,54996,2,360,2,46,0.0363,5,78000,205447.004
2913,8538000,64500,187500,2,360,2,38,0.0375,5,497800,353040.9397
2914,215472,54736,48908,2,180,2,30,0.035,5,32800,161762.0849
2915,472522,73298,95832,1,360,2,45,0.035,5,290000,348397.8591
2916,673184,70628,90666,2,180,2,40,0.03,5,224000,276828.6998
2917,126808,54996,88524,2,180,2,68,0.03,5,30000,161097.7634
2918,864771,64500,100848,1,360,2,43,0.0375,5,456000,292349.7249
2919,215472,54736,113285,1,180,2,33,0.0325,5,160000,162486.158
2920,472522,66262,250476,1,360,1,55,0.035,4,480000,276770.3453
2921,298800,51075,239220,1,360,2,41,0.035,5,272000,238535.1267
2922,298800,45215,138928,2,180,2,43,0.0313,5,202900,118410.1671
2923,298800,51075,46308,1,360,2,63,0.0338,4,52000,166702.6951
2924,126808,53906,150552,2,180,2,32,0.0313,3,52000,150300.9727
2925,864771,50532,100516,2,360,2,55,0.0338,4,237000,196580.8509
2926,298800,51075,70392,2,300,2,33,0.0363,4,129500,173944.7563
2927,298800,51075,133704,2,360,2,60,0.035,5,58000,220417.6769
2928,298800,51075,153240,2,360,2,31,0.0375,5,308000,235043.748
2929,472522,75847,122556,2,360,2,53,0.035,5,340000,384214.2054
2930,303625,55702,67000,1,360,2,55,0.035,5,147050,220867.8907
2931,864771,51084,159996,1,360,2,39,0.0388,5,210000,219500.0956
2932,215472,54736,133380,2,360,2,61,0.0338,4,179500,228421.954
2933,1318000,55653,56916,1,360,2,44,0.04,5,209250,222815.9813
2934,298800,50532,101400,2,360,2,44,0.035,5,309400,214769.2878
2935,2705000,59588,117840,1,360,1,42,0.0375,5,316825,225755.2829
2936,298800,51075,144996,2,360,2,55,0.035,5,280000,225108.158
2937,215472,53017,23551,2,360,2,26,0.0313,3,60000,187908.2967
2938,215472,63488,84072,1,360,2,60,0.035,4,165000,258385.1376
2939,215472,54736,100000,2,360,2,59,0.0313,5,188000,237949.989
2940,864771,50532,99549,1,360,2,99,0.0363,4,244000,163416.514
2941,298800,45215,90045,2,360,2,51,0.035,5,252000,174229.1209
2942,298800,51075,65457,1,360,1,24,0.035,5,170000,157509.5682
2943,864771,50532,61776,2,240,2,40,0.035,5,118000,159556.1061
2944,864771,64500,134520,2,360,2,37,0.035,4,381500,303443.1517
2945,126808,48568,79587,1,360,2,74,0.0363,5,161405,168733.1693
2946,298800,45215,49236,1,360,1,25,0.035,5,93500,114420.1847
2947,215472,54736,105785,2,336,2,53,0.0338,5,181501,230840.6998
2948,864771,50532,31200,1,360,2,65,0.0363,5,75000,175095.9329
2949,126808,53906,120537,1,360,2,50,0.0375,5,118000,222630.4942
2950,298800,51075,102000,2,360,2,60,0.0338,5,93000,213041.8128
2951,215472,54736,144823,2,324,2,36,0.035,5,210800,241571.3337
2952,215472,54736,137208,1,360,2,44,0.0338,5,163400,236413.8875
2953,673184,70303,158041,1,360,2,99,0.0375,5,290000,323384.5291
2954,864771,51084,99996,1,360,2,35,0.035,5,308750,207720.274
2955,298800,45215,155314,1,360,2,49,0.0363,5,175000,175357.7611
2956,864771,64500,157668,2,180,2,35,0.0275,5,417000,256641.0392
2957,864771,64500,78864,2,360,2,49,0.0325,5,358000,302168.5028
2958,2705000,64500,175944,2,360,2,40,0.0438,5,625500,329977.6048
2959,126808,53906,249112,2,360,2,36,0.0338,4,417000,260932.7379
2960,215472,50238,29964,2,180,2,67,0.0275,4,70000,100837.1846
2961,215472,63488,135525,2,360,2,58,0.0325,4,256000,288410.4346
2962,215472,54736,45921,2,360,2,66,0.035,5,151391,220188.4889
2963,303625,55702,118884,2,360,2,30,0.0338,4,140000,243044.7052
2964,215472,54736,61604,1,360,1,24,0.04,1,73000,114266.113
2965,673184,70303,37440,1,360,1,26,0.0363,4,85858,261142.289
2966,303625,55702,63444,1,360,2,71,0.0425,3,112800,178660.1563
2967,864771,51084,80736,1,360,2,56,0.0388,3,147600,161367.9785
2968,298800,50532,101496,1,360,2,30,0.0338,5,172000,205246.0465
2969,8538000,60850,162408,2,360,2,53,0.0413,4,240000,299390.8112
2970,864771,51084,66240,1,360,2,56,0.0338,4,127750,175970.7784
2971,126808,48568,28101,2,360,2,33,0.0375,5,69500,186040.2473
2972,215472,54736,110845,2,240,2,45,0.03,5,221550,198040.1302
2973,864771,50532,101400,2,360,2,56,0.0338,5,148000,212420.9635
2974,298800,51075,62400,1,360,2,61,0.0345,5,104000,187149.4856
2975,126808,54996,222705,2,180,2,58,0.0325,4,313000,181214.5608
2976,2705000,49426,79620,2,360,2,67,0.0363,4,170000,183706.7048
2977,2705000,66262,98076,2,360,2,37,0.0388,5,465000,325525.9711
2978,126808,53906,95674,2,240,2,45,0.0313,5,150000,187946.9433
2979,864771,50532,54828,2,360,2,44,0.0375,5,115000,203650.5935
2980,126808,54996,85100,2,360,2,99,0.0325,4,185130,204181.5202
2981,298800,51075,121296,2,360,2,33,0.0338,5,167500,227971.3462
2982,2705000,64500,252312,2,360,2,48,0.0363,5,600000,349371.6191
2983,864771,51244,303852,2,240,2,45,0.0313,4,391600,208429.8205
2984,298800,50532,202296,2,360,2,39,0.0388,4,265000,224129.9422
2985,864771,55638,138585,2,360,2,99,0.035,5,310000,238747.1008
2986,303625,55702,64128,1,360,2,55,0.0363,4,137750,203578.5806
2987,864771,51084,124104,1,360,2,46,0.0325,5,351920,210726.6172
2988,2705000,64500,68316,2,360,2,47,0.035,5,291000,304419.1259
2989,864771,50532,126720,2,240,2,58,0.03,5,183600,171240.8756
2990,126808,48568,100318,1,360,2,59,0.035,4,153128,164109.3901
2991,215472,50238,224860,1,360,2,41,0.035,5,308000,229191.8631
2992,2705000,59588,102588,1,360,1,31,0.0413,5,283100,224379.8847
2993,215472,63488,125205,2,360,2,41,0.0313,5,280000,308732.8332
2994,864771,51084,126180,1,360,2,50,0.0375,5,315200,207520.7518
2995,673184,70628,64008,1,360,2,36,0.0338,5,181000,327317.594
2996,303625,55702,51469,1,360,1,25,0.0388,4,165600,166505.0438
2997,303625,55702,29616,1,360,2,36,0.0363,5,100000,218080.4702
2998,472522,66262,194568,1,360,2,32,0.0325,5,619800,332587.0984
2999,298800,50532,45612,2,360,2,73,0.0338,4,95000,174525.833
3000,298800,51075,27936,2,360,2,74,0.0359,5,100000,188383.7859
3001,126808,41995,69457,2,240,2,32,0.0338,5,120500,106567.9375
3002,215472,53906,135476,1,360,2,56,0.0375,4,310366,208368.3569
3003,215472,50238,178880,2,180,2,62,0.025,5,300000,156970.7046
3004,126808,53906,51308,2,240,2,42,0.0338,4,78200,160895.039
3005,864771,50532,38472,1,360,2,25,0.0363,5,111920,191895.9019
3006,864771,64500,91435,2,360,2,31,0.035,4,369300,294941.5979
3007,298800,50532,103800,1,360,2,48,0.0338,5,95200,199077.3328
3008,864771,51084,111528,2,360,2,75,0.0363,5,225000,210359.4372
3009,126808,53906,164424,1,360,2,36,0.035,5,394250,239937.5931
3010,472522,44765,164484,2,360,2,40,0.035,4,287100,178453.812
3011,126808,54996,76170,2,180,2,46,0.0313,5,92000,165679.0747
3012,864771,49426,75000,1,360,1,28,0.0375,5,146700,148011.534
3013,298800,45215,44490,1,360,2,50,0.0338,5,130500,148445.9401
3014,864771,64500,53796,2,360,2,54,0.04,5,181000,290703.1368
3015,215472,54736,134528,2,240,2,47,0.0338,5,130000,201508.4004
3016,298800,51075,138972,2,312,2,35,0.0388,4,159200,194036.9896
3017,2705000,55638,66492,1,360,1,26,0.0355,5,199000,193764.2649
3018,126808,53906,60000,1,360,2,38,0.0375,3,76000,180034.2338
3019,298800,51075,49224,2,360,2,27,0.0388,5,120150,210012.4942
3020,298800,45215,64020,1,180,2,54,0.0313,5,107000,80273.86452
3021,673184,70628,161166,2,360,2,53,0.0338,5,365000,360515.1545
3022,298800,45215,60740,2,360,2,29,0.0363,4,257640,158587.0756
3023,2705000,55638,69368,2,360,2,32,0.0388,2,222000,202150.7447
3024,215472,54736,222946,2,240,2,45,0.0313,5,417000,225429.9715
3025,864771,51084,125000,1,360,2,40,0.04,5,251100,209860.1408
3026,864771,51084,78852,2,360,2,53,0.0388,5,94000,209336.4943
3027,864771,51084,48876,2,360,2,62,0.04,5,115200,197951.8626
3028,298800,47275,79161,2,360,2,32,0.0363,5,206000,191646.351
3029,126808,54996,142199,2,360,2,77,0.0363,5,400000,240972.4419
3030,864771,51084,45324,1,360,2,32,0.0388,5,102400,193512.7337
3031,673184,70303,170000,1,180,2,66,0.035,5,150000,267185.2748
3032,298800,51075,150552,2,360,2,45,0.0338,5,236000,230774.814
3033,2705000,62912,32796,2,300,2,50,0.0388,3,150000,226055.4888
3034,126808,53906,82950,2,360,2,63,0.0338,4,133700,209361.1777
3035,298800,51075,65040,2,360,2,70,0.0375,5,136000,198427.4577
3036,864771,50532,97956,1,360,2,49,0.0375,4,216000,181217.0831
3037,298800,51075,87228,2,360,2,41,0.0338,5,240000,216474.4902
3038,864816,51492,118539,1,360,2,48,0.0363,3,320000,177601.6656
3039,298800,51075,87408,2,180,2,53,0.03,5,85000,141056.1596
3040,864771,64500,229800,2,240,2,59,0.035,5,495000,286527.7747
3041,303625,66262,117665,1,360,2,33,0.0388,5,531800,309740.4472
3042,864771,47238,103572,2,360,2,65,0.0388,4,250000,169635.8959
3043,298800,45215,61620,1,360,2,48,0.0363,4,149150,136362.2109
3044,298800,50532,209556,2,360,2,52,0.0338,5,266750,239290.3717
3045,864771,64500,125004,2,360,2,40,0.0363,5,467000,315360.691
3046,864771,50532,91194,1,360,2,99,0.035,5,130500,177904.7671
3047,215472,54736,181620,2,180,2,51,0.0275,5,117000,190343.1897
3048,864771,50532,38082,2,180,2,75,0.0288,5,66000,119071.901
3049,2705000,55638,124000,1,240,2,36,0.0325,5,215000,201303.5091
3050,298800,47830,182868,1,360,2,41,0.0325,5,296800,204175.9119
3051,472522,51244,72972,1,360,2,36,0.0338,5,253085,201075.0543
3052,864816,64500,178838,2,360,2,49,0.0338,5,454800,326532.8717
3053,298800,45215,68208,2,360,2,53,0.035,5,150000,168031.6613
3054,2705000,59588,140004,1,360,2,36,0.0338,5,335200,279221.4
3055,864771,51084,123804,1,360,1,34,0.0363,4,256288,153420.2514
3056,298800,51075,105000,2,360,2,45,0.0334,4,208000,203593.7302
3057,8538000,72222,135547,1,240,1,39,0.03,5,200000,286189.339
3058,864771,50532,111629,2,360,2,99,0.0363,5,142400,197750.8223
3059,8538000,64500,225276,1,360,2,59,0.0363,5,332000,339806.1421
3060,298800,45215,60996,1,360,2,57,0.035,5,226400,149407.5211
3061,864771,50532,95538,2,360,2,99,0.0375,5,90800,193202.1725
3062,298800,51075,114192,1,360,2,45,0.0388,5,153377,204151.7729
3063,472522,66262,126036,2,180,2,74,0.0263,5,417000,245180.7183
3064,298800,51075,78564,1,360,1,67,0.0388,5,223100,142978.9034
3065,673184,71346,99996,1,360,1,44,0.0363,5,199500,292882.5506
3066,215472,63488,119531,2,240,2,37,0.03,5,324000,260955.1869
3067,864771,49426,63456,1,360,2,99,0.035,5,93450,163686.2958
3068,864771,51084,67092,2,360,2,35,0.0325,5,250400,215949.8142
3069,2705000,55638,84444,2,360,2,36,0.0338,5,181000,254621.3881
3070,864771,51084,85836,1,360,2,99,0.0413,5,128000,177406.5927
3071,864771,50532,105564,2,240,2,72,0.0325,5,81200,159605.0002
3072,126808,48568,47840,2,360,2,37,0.0388,4,80000,172893.6559
3073,298800,63909,95158,2,300,2,50,0.0375,5,325000,273901.1972
3074,673184,70303,59946,2,240,2,43,0.0313,4,98500,273542.6227
3075,298800,50532,46116,2,360,2,38,0.0388,5,196200,201532.9822
3076,864771,51084,40113,2,180,2,27,0.03,5,79750,140669.7694
3077,864771,50532,108912,1,240,1,53,0.0325,5,197000,108190.4328
3078,864771,50532,103608,2,240,2,46,0.0388,4,224000,150059.6553
3079,864771,50532,66469,1,240,2,99,0.035,4,245000,107302.6991
3080,126808,54996,62026,1,360,1,31,0.04,4,122082,161194.4097
3081,864771,50532,114444,2,240,2,46,0.0325,5,341000,171561.174
3082,864771,51084,128000,1,360,2,40,0.035,4,381900,196839.6643
3083,864771,50532,64518,2,240,2,43,0.0325,4,97000,144234.7126
3084,298800,51075,79824,2,300,2,61,0.0375,5,136000,181268.1569
3085,864771,51492,82320,1,360,2,66,0.04,5,238400,192163.3297
3086,864771,50532,132072,1,360,2,99,0.035,3,233000,156115.134
3087,864816,51492,68759,2,360,2,69,0.035,5,293250,205207.639
3088,126808,54996,27300,2,360,2,37,0.04,4,57600,209650.7267
3089,303625,55702,44724,2,360,2,57,0.04,5,111000,227661.8884
3090,298800,51075,51996,1,360,1,24,0.0325,4,197600,139269.5652
3091,673184,70303,57678,2,360,2,27,0.0363,4,145000,325184.9418
3092,126808,63909,60028,1,360,2,72,0.0425,5,82262,263072.2309
3093,298800,45215,101216,1,180,2,37,0.03,5,180000,96501.47128
3094,298800,51075,127368,1,360,2,50,0.035,5,251250,207257.0723
3095,298800,51075,276109,2,120,2,41,0.03,4,240000,152417.6405
3096,215472,54736,114332,1,360,2,31,0.0338,5,287000,235576.8259
3097,126808,53906,111996,1,360,2,56,0.04,4,163474,201144.9009
3098,298800,51075,131088,2,360,2,65,0.0338,5,117000,218425.8557
3099,126808,53906,65000,2,180,2,99,0.0313,5,110000,135843.7846
3100,673184,70628,58464,1,360,2,71,0.0338,5,124000,312821.9558
3101,126808,63909,270001,1,360,2,43,0.0388,5,300000,327970.2909
3102,215472,54736,44692,2,330,2,63,0.0413,4,130000,190097.9845
3103,2705000,59588,225120,2,360,2,39,0.0375,5,290000,313012.8637
3104,864771,64500,110148,2,360,2,43,0.0388,5,487500,309417.6765
3105,864771,50532,39213,1,360,2,99,0.035,4,150765,148941.6735
3106,864771,51084,89169,2,360,2,99,0.035,5,156000,196368.1954
3107,298800,51075,135780,1,360,2,37,0.0313,5,215920,215872.8278
3108,298800,53906,150007,2,360,2,45,0.0325,5,337950,249898.0033
3109,298800,51075,83000,1,360,1,39,0.0363,5,175655,155688.237
3110,864771,51084,81549,1,360,1,99,0.0388,4,152000,117413.6129
3111,298800,51075,103616,1,360,2,34,0.0363,5,348800,206746.8149
3112,126808,53906,90960,2,360,2,27,0.0375,5,270000,239194.2263
3113,864771,50532,48225,1,360,1,99,0.0363,5,103500,122563.9169
3114,126808,48568,57276,1,360,2,56,0.0375,5,99500,169376.219
3115,2705000,59588,72684,2,360,2,42,0.0375,5,138400,273857.2372
3116,298800,51075,198328,1,360,2,34,0.0388,5,240800,229264.1645
3117,215472,54736,118281,2,240,2,31,0.03,5,112500,205140.3393
3118,215472,50238,85093,2,360,2,42,0.0338,4,177600,193812.4338
3119,2705000,59588,100548,2,360,2,26,0.0388,5,243000,286224.8062
3120,864771,45215,110543,1,360,2,65,0.0338,5,80000,160919.388
3121,298800,50532,149784,2,360,2,47,0.0363,4,205100,209144.0624
3122,298800,45215,109908,2,360,2,36,0.04,4,220000,166584.9707
3123,864771,50532,94941,1,360,2,99,0.0338,5,155600,179373.6764
3124,303625,55702,77577,2,360,2,53,0.0338,5,190000,240116.3511
3125,215472,54736,71323,2,300,2,99,0.03,5,127143,192168.6116
3126,298800,51075,55992,2,360,2,37,0.0363,5,143000,209067.2716
3127,673184,70628,86862,2,360,2,62,0.0338,5,171500,338605.06
3128,864771,55702,296964,1,360,2,49,0.0388,5,417000,280398.5002
3129,215472,54736,78147,2,240,2,34,0.03,4,225000,178009.0641
3130,215472,50238,47544,1,360,2,52,0.04,3,129219,146618.07
3131,2705000,55638,100392,2,360,2,36,0.0325,5,213562,259178.8654
3132,2705000,59588,41604,1,360,1,23,0.0413,4,144444,196167.7377
3133,864771,47275,62328,1,360,2,57,0.0375,4,220900,147839.4216
3134,2705000,59588,71520,2,360,2,40,0.0388,5,56500,273737.5461
3135,215472,54736,85000,2,360,2,37,0.035,5,261506,240803.0235
3136,864771,51084,37836,1,360,2,99,0.0325,5,75000,169347.3674
3137,864771,51084,54912,2,240,2,99,0.0325,5,119200,140494.7867
3138,126808,63909,146078,2,360,2,52,0.0388,5,250000,309006.8391
3139,298800,51075,64992,2,360,2,29,0.0363,4,150000,198315.6369
3140,673184,70628,142500,1,360,2,33,0.0375,5,296000,346378.0335
3141,298800,51075,128071,1,360,2,27,0.0338,5,173520,216583.2775
3142,864771,50532,31989,2,360,2,99,0.0338,5,43500,178993.8299
3143,864771,51075,152676,1,360,2,75,0.0388,5,183920,204127.3294
3144,126808,53906,36483,2,360,2,66,0.0338,4,117200,196644.0661
3145,126808,54996,50513,2,180,2,39,0.03,4,93000,146484.6868
3146,215472,50238,145794,2,240,2,52,0.0313,4,350000,157883.9593
3147,864771,51492,59203,2,360,2,99,0.0363,5,177000,191005.5498
3148,2705000,59588,192996,1,360,2,45,0.0375,5,134550,287424.0731
3149,298800,51075,185388,1,360,2,28,0.0385,5,385000,228417.0895
3150,298800,45215,124085,1,360,2,67,0.0375,5,110000,160288.7421
3151,298800,51075,52284,1,360,2,31,0.0388,4,80000,177956.9429
3152,864771,75628,126996,1,360,2,39,0.0375,5,616250,373801.103
3153,298800,51075,85308,2,360,2,71,0.0375,5,137500,203109.5387
3154,673184,51494,79900,2,360,2,43,0.0388,4,308000,199509.472
3155,864771,50532,52582,2,360,2,99,0.035,5,142500,183597.5783
3156,472522,75847,78552,2,360,2,36,0.0325,5,191500,380717.0466
3157,2705000,59588,29749,1,360,2,32,0.0313,5,82000,254324.7476
3158,864771,51084,151260,2,360,2,46,0.0388,5,225000,230024.2673
3159,864816,64500,168153,1,360,2,53,0.0338,5,580750,307042.2426
3160,303625,55702,108144,1,360,2,56,0.0388,5,207200,229067.1982
3161,298800,51075,79932,2,360,2,56,0.035,5,175000,208500.5094
3162,298800,51075,123386,2,180,2,43,0.0313,5,168000,153200.2657
3163,864771,70628,108888,2,360,2,39,0.0363,4,272000,336156.4409
3164,673184,70628,150167,2,180,2,54,0.03,5,300000,286428.798
3165,864771,51084,83488,2,180,2,73,0.03,5,234500,134258.0197
3166,673184,71346,92004,2,360,2,38,0.0338,4,257400,337622.9294
3167,215472,54736,113987,2,240,2,43,0.0313,5,183000,198994.7556
3168,864771,50532,455990,2,360,2,45,0.0338,4,405000,289015.5102
3169,864771,50532,36280,1,180,2,65,0.0325,5,38400,105395.8145
3170,864771,50532,268741,2,360,2,99,0.0338,5,242000,238061.777
3171,864771,51084,50256,1,360,2,29,0.04,4,136000,179338.8955
3172,864771,64500,189281,2,360,2,62,0.0375,5,449000,322621.1768
3173,2705000,55638,73152,1,360,2,34,0.0325,5,283558,237805.7295
3174,298800,51075,99168,2,360,2,43,0.0413,5,258800,215366.2824
3175,864771,72222,103524,2,360,2,42,0.0413,4,262000,341987.1367
3176,673184,70628,120426,2,360,2,32,0.04,4,197000,339464.7741
3177,298800,45215,170052,1,360,2,59,0.04,5,110250,173641.6908
3178,303625,75847,119614,1,360,2,62,0.0425,5,427012,360962.8777
3179,864771,51084,104136,2,180,2,53,0.0288,4,158400,131442.2347
3180,298800,51075,85068,2,360,2,41,0.035,5,150000,215401.5262
3181,215472,50238,49551,1,360,2,99,0.0413,5,100000,160920.4962
3182,303625,55702,111672,2,360,2,57,0.0388,4,280000,228904.7972
3183,298800,50532,132192,1,360,2,44,0.0338,4,337500,191665.2991
3184,864771,50532,92715,2,180,2,33,0.0288,5,85000,148437.3869
3185,8538000,60850,55884,1,360,2,71,0.0325,5,210000,270654.6876
3186,864771,50532,64958,1,240,2,57,0.035,5,131000,138654.8569
3187,126808,54996,100033,2,348,2,48,0.035,5,203000,237051.5734
3188,864816,64500,291780,2,360,2,44,0.035,5,516000,356050.2485
3189,864816,64500,164796,1,360,1,40,0.0388,5,431920,264807.9614
3190,864771,51084,295656,2,180,2,41,0.0288,5,260289,199715.0174
3191,126808,53906,55379,2,360,2,45,0.035,5,74000,224686.0969
3192,864771,51084,163800,2,240,2,56,0.0313,5,250000,184305.2114
3193,126808,48568,58804,2,360,2,99,0.0388,5,77000,168395.5309
3194,864771,51084,146808,2,360,2,40,0.04,4,417000,214633.1117
3195,303625,55702,96876,1,360,2,41,0.035,5,223250,233566.7209
3196,864771,51084,120504,2,360,2,44,0.0375,4,297900,207684.5079
3197,298800,51075,146652,1,360,1,29,0.0363,5,304000,175315.3743
3198,864816,64500,170868,1,360,2,39,0.0388,5,496000,310739.3486
3199,215472,54736,56701,2,180,2,30,0.0313,4,75500,149358.8637
3200,126808,54996,78540,2,360,2,28,0.04,4,95000,225806.5165
3201,864816,64500,153930,2,360,2,43,0.0338,5,494500,322566.3506
3202,673184,70628,137580,2,360,2,41,0.0338,5,397000,359126.3115
3203,8538000,60850,88461,1,360,1,99,0.035,2,166870,175155.4037
3204,864771,50532,60036,1,360,2,40,0.035,5,206950,192234.9101
3205,2705000,55638,69000,1,360,1,25,0.04,4,86375,176767.71
3206,298800,45215,72228,1,360,2,34,0.035,5,173000,160826.578
3207,864771,45215,97418,2,360,2,38,0.035,5,207500,182552.2839
3208,864771,50532,100344,2,120,2,45,0.03,5,170000,121091.4354
3209,215472,53906,97000,2,240,2,38,0.0363,2,375000,140945.1458
3210,298800,50532,19020,2,360,2,67,0.035,5,58650,185599.3088
3211,126808,53906,80520,2,300,2,32,0.0375,4,273132,194502.5342
3212,472522,55653,324852,1,180,2,50,0.0275,5,345000,217910.5998
3213,126808,53906,104407,2,240,2,35,0.0388,4,104800,174540.1063
3214,303625,55702,50774,1,360,1,28,0.0375,5,59100,181780.4885
3215,864816,64500,175000,2,360,2,36,0.035,5,490000,329911.597
3216,864816,64500,229417,2,360,2,54,0.0399,3,460000,302575.561
3217,298800,45215,83496,1,360,2,29,0.0338,5,126000,166045.1305
3218,864771,64500,271536,2,360,2,40,0.0363,4,617000,335925.1848
3219,2705000,59588,71232,1,360,1,26,0.0388,4,86375,203548.4131
3220,864771,51084,95400,1,360,2,55,0.0388,5,112000,197389.5886
3221,864771,50532,131436,1,360,2,44,0.0413,5,184000,205746.3276
3222,298800,51075,59796,2,360,2,63,0.0375,5,125000,199741.6067
3223,864771,50532,98076,2,360,2,36,0.0338,5,295200,219084.4773
3224,126808,48568,113051,1,360,2,38,0.035,4,160000,175153.6531
3225,2705000,59588,53808,1,360,1,46,0.0375,3,103098,176292.7822
3226,215472,50238,164635,2,180,2,51,0.0288,4,200000,139852.3436
3227,298800,50532,253524,2,350,2,32,0.0338,4,256000,237722.1061
3228,126808,53906,58640,1,240,1,29,0.0325,5,95000,124799.3695
3229,864771,50532,85322,2,360,2,99,0.0325,4,158000,176884.3976
3230,472522,73298,96348,1,360,1,52,0.0338,5,304735,302396.342
3231,2705000,59588,46452,1,360,1,54,0.0375,4,162724,187454.5833
3232,673184,70628,180996,1,360,1,42,0.04,5,365600,307456.2918
3233,298800,51075,146592,2,360,2,40,0.0363,5,133000,230547.4057
3234,298800,51075,311478,1,180,2,32,0.0325,5,329200,188388.652
3235,215472,50238,54271,1,360,2,32,0.035,4,80000,174008.6863
3236,298800,51075,42640,2,360,2,32,0.035,4,113000,192193.6112
3237,298800,50532,67992,2,360,2,39,0.0338,5,103850,208841.4948
3238,215472,50238,75143,2,240,2,54,0.03,4,108500,140086.3166
3239,298800,50532,114523,1,360,1,28,0.035,3,180000,132681.1849
3240,298800,51075,147000,1,360,2,46,0.0363,4,270750,197080.9164
3241,864771,64500,191436,2,360,2,45,0.0325,5,609000,331752.9851
3242,126808,53906,46426,1,360,1,25,0.0375,4,146500,153470.3328
3243,126808,48568,35104,2,360,2,75,0.0388,5,160000,171473.9427
3244,864771,50532,107288,1,360,2,29,0.0338,5,300000,208679.0643
3245,298800,51075,86520,2,348,2,37,0.0375,5,222000,211305.8168
3246,8538000,72222,127000,2,360,2,40,0.0338,5,176000,389798.3038
3247,126808,53906,190000,1,360,1,38,0.0388,1,201007,135859.5195
3248,126808,53906,86256,1,360,2,99,0.0325,4,133000,181951.243
3249,864771,50532,91520,2,360,2,46,0.0363,5,175000,212589.7641
3250,298800,51075,46440,1,360,2,39,0.04,5,129200,188961.918
3251,298800,51075,78975,1,360,1,35,0.0413,5,83200,153957.3467
3252,472522,47830,137004,1,360,2,32,0.0375,5,269793,194374.893
3253,2705000,55638,170919,1,240,2,30,0.0325,4,316000,199263.1134
3254,126808,54996,76610,2,360,2,47,0.0338,5,287500,236960.3168
3255,864771,50532,89712,2,180,2,56,0.0325,5,154500,137424.7244
3256,215472,50238,118300,2,360,2,35,0.035,3,125000,188191.5734
3257,303625,55702,85068,1,360,1,62,0.0363,5,67500,178132.8498
3258,864771,51084,115408,1,360,2,31,0.04,4,199500,194844.5752
3259,298800,51075,66192,2,360,2,55,0.0375,5,144000,204334.4947
3260,864771,50532,50690,1,360,2,33,0.0375,4,64800,175418.8135
3261,298800,51075,69966,2,360,2,62,0.0388,5,115000,202075.0269
3262,472522,55653,175692,2,360,2,61,0.0363,2,282650,212661.1011
3263,864771,50532,65796,1,180,1,36,0.0288,5,101100,81229.3063
3264,1318000,64500,166980,2,360,2,56,0.0388,4,610500,304024.257
3265,126808,54996,128372,2,180,2,49,0.0338,5,68000,176466.5563
3266,673184,70628,131509,2,240,2,44,0.0325,5,290000,308627.1265
3267,864771,50532,155986,1,360,2,39,0.0363,4,365000,199975.6305
3268,2705000,59588,58680,2,180,2,59,0.0325,5,83000,193560.9513
3269,864771,51084,289428,1,360,2,40,0.0363,5,320000,252530.4449
3270,215472,59588,91568,1,360,2,57,0.035,5,120000,251638.9753
3271,2705000,51084,389040,2,120,2,61,0.0275,5,327125,197125.4384
3272,673184,56990,99660,1,360,1,28,0.0413,4,163440,185844.2252
3273,2705000,59588,53556,1,360,2,42,0.0388,4,110800,237185.9386
3274,215472,54736,20024,1,360,2,99,0.0413,4,53552,167239.9591
3275,298800,51075,78588,2,360,2,62,0.0325,5,255000,207029.966
3276,864771,50532,52860,2,360,2,99,0.035,5,82000,183666.9373
3277,864771,45215,150331,2,180,2,52,0.0275,5,150000,121187.8632
3278,864771,51084,164106,2,180,2,42,0.0388,3,185820,130080.6843
3279,298800,50532,213144,1,360,2,56,0.0338,4,417000,207366.5527
3280,864771,64500,145080,2,360,2,37,0.0325,5,393000,323184.6227
3281,864771,50532,97620,2,180,2,46,0.0325,4,105000,127149.9262
3282,864771,51084,89904,2,360,2,32,0.0388,5,302500,219961.3596
3283,298800,51075,133120,2,180,2,29,0.0275,5,279000,162564.9972
3284,126808,54996,40123,1,360,1,26,0.0338,5,85025,176356.4819
3285,864771,50532,148332,2,240,2,37,0.0325,4,216000,167393.5604
3286,126808,63909,48000,1,360,1,23,0.0338,3,230743,206270.4597
3287,298800,51075,39192,2,360,2,57,0.0338,5,82500,198495.5859
3288,864771,50532,178188,2,180,2,70,0.03,5,295000,155366.5034
3289,864771,51084,110880,1,360,2,29,0.0363,4,149920,196110.8369
3290,303625,55702,49712,2,360,2,27,0.035,4,85500,226376.6461
3291,126808,53906,29243,1,360,2,73,0.035,5,55000,192349.1588
3292,864771,64500,175008,2,360,2,34,0.035,4,417000,314668.5452
3293,303625,75847,164452,2,360,2,29,0.0363,4,551000,386604.1433
3294,126808,54996,124038,1,348,2,45,0.04,5,251616,226613.0965
3295,215472,50238,149700,4,180,2,55,0.0275,5,230577,181852.831
3296,126808,53906,161226,1,180,2,58,0.0288,5,110000,160998.1798
3297,303625,66262,139019,2,360,2,50,0.035,5,454000,325716.6343
3298,864771,51084,46128,1,360,2,27,0.035,4,116800,181283.5185
3299,2705000,59588,51072,1,360,2,50,0.04,5,129347,249029.2098
